0,67,3575,2,19,20,5,71,80,8,9
1,1104,1269,18,42,20,5,6,7,181,182
1,1069,641,139,3,4,5,6,45,66,9
0,236,2139,18,42,20,96,6,26,27,238
0,1256,3664,18,58,20,5,6,7,102,208
1,985,1745,112,58,20,5,6,7,8,987
1,1452,1659,48,30,20,13,6,80,8,9
0,1032,1217,112,58,20,13,6,7,8,9
0,391,1637,112,3,4,5,6,80,8,393
1,427,164,48,30,20,13,6,26,428,429
0,254,2678,2,25,20,96,6,26,54,153
1,391,324,38,12,4,5,6,26,8,393
0,569,2263,38,19,20,5,71,45,66,9
1,343,4245,18,30,20,5,6,26,135,136
1,699,166,18,30,20,96,6,26,8,700
1,4825,1761,139,12,4,5,6,45,66,9
0,121,4914,2,30,20,13,6,26,35,9
0,1641,248,2,58,4,5,6,7,102,103
0,215,1283,48,30,20,5,6,72,135,136
0,518,4494,18,30,20,5,6,26,135,136
0,480,2344,18,19,20,5,6,7,219,9
0,2452,126,48,58,20,5,6,26,102,360
0,354,1778,18,12,4,5,6,45,66,9
0,1234,1771,2,30,20,5,71,7,8,9
0,663,2688,112,58,20,96,6,45,54,586
0,270,4124,112,3,4,5,6,72,35,272
0,118,3179,18,58,20,5,6,26,8,489
1,4067,4433,38,42,20,5,6,45,66,9
0,159,3263,48,25,20,5,6,7,161,162
0,349,1119,48,3,4,5,6,7,8,9
0,1222,5021,48,58,20,5,6,26,35,9
0,1234,2141,2,19,20,5,6,45,8,9
0,1707,2720,112,58,20,5,6,14,964,1231
1,370,41,38,12,4,5,6,26,8,9
1,527,763,2,19,20,5,6,26,135,136
0,200,4938,2,19,20,5,6,14,202,203
1,183,166,48,58,20,5,6,26,35,9
0,688,2024,112,42,20,5,6,26,31,9
0,243,4223,139,19,20,5,6,14,8,9
0,722,3700,112,42,20,5,6,72,135,136
1,4059,1703,2,19,20,5,6,7,8,9
0,200,2366,2,19,20,5,6,72,202,203
1,4951,57,18,42,20,5,6,26,35,9
0,1479,478,38,12,4,5,6,45,66,9
0,16,2112,18,42,20,5,6,26,8,9
1,401,37,18,19,20,5,6,26,54,9
1,224,37,2,12,4,5,6,80,35,99
0,372,2361,38,30,20,5,6,88,31,9
0,104,2259,18,42,20,13,6,7,106,9
0,713,4087,38,12,4,5,6,26,8,715
1,625,1335,139,12,4,13,6,7,465,466
0,1452,1874,139,19,20,13,6,7,8,9
0,600,1339,38,12,4,5,6,45,27,602
0,1758,3628,2,42,20,5,71,26,161,1760
0,28,2855,2,58,4,5,6,7,31,32
0,775,1712,2,42,20,5,6,26,150,9
0,268,3877,112,30,20,5,71,26,8,9
0,2353,2327,18,58,20,5,6,45,161,511
1,1287,3199,2,58,4,5,6,26,887,1289
0,950,126,2,42,20,5,6,26,791,792
0,50,633,2,25,20,5,6,7,8,9
0,315,4011,2,30,20,5,6,7,317,318
1,270,282,2,25,20,5,6,26,35,272
0,2296,3429,48,42,20,5,6,26,27,73
0,50,3331,48,19,20,5,6,7,8,9
1,1168,166,18,58,20,5,6,26,54,153
0,470,1544,24,25,20,5,6,80,181,9
1,281,905,2,30,20,5,71,7,161,511
0,313,1744,18,42,20,13,6,26,54,9
0,441,2842,48,19,20,5,6,14,35,99
0,950,2628,2,42,20,5,6,26,791,792
0,2269,975,2,3,4,5,6,80,54,9
1,470,4852,2,25,20,5,6,26,181,9
0,4432,2691,112,3,4,5,6,26,1638,1639
0,167,1382,112,3,4,5,6,26,8,169
0,213,3425,18,25,20,96,6,26,35,99
1,1061,332,48,30,20,5,6,72,233,1063
1,40,164,48,3,4,5,6,26,8,9
0,1149,4120,2,58,4,5,6,7,8,9
1,694,3662,48,58,20,5,6,45,66,9
1,1155,166,112,12,4,5,6,26,35,9
1,588,442,2,58,4,5,6,26,589,590
0,10,1418,2,58,4,5,6,72,15,9
0,389,1017,38,3,4,5,6,26,54,9
0,890,1714,139,58,4,5,6,26,150,892
0,1707,2455,18,30,20,5,6,26,964,1231
0,2564,2697,18,58,20,5,6,45,66,9
1,204,2994,24,58,20,13,6,7,54,153
1,277,41,112,12,4,5,6,26,279,280
0,612,451,18,25,20,5,6,26,135,136
0,3252,2290,2,19,20,5,71,26,8,94
0,1069,1898,139,3,4,5,6,45,66,9
1,518,2802,38,30,20,5,71,72,135,136
0,663,4944,2,25,20,13,6,7,54,586
0,588,2466,2,30,20,96,6,80,589,590
0,1098,199,2,19,20,5,6,45,66,9
0,159,2704,2,25,20,5,6,45,161,210
0,313,4989,18,42,20,5,6,7,465,466
1,412,309,18,58,20,5,6,7,27,261
0,571,2068,18,3,4,5,6,72,135,136
1,654,166,38,25,20,13,6,7,35,9
1,5287,668,48,19,20,5,6,26,161,178
0,185,2566,112,12,4,5,6,26,35,9
0,898,787,2,3,4,5,71,26,634,900
0,588,1126,139,42,20,96,6,14,589,590
0,890,1376,112,30,20,5,6,7,150,892
1,588,708,48,19,20,96,6,80,589,590
0,252,2530,18,3,4,5,6,72,8,9
1,60,3510,18,25,20,5,6,26,62,557
0,401,2570,48,19,20,5,6,26,35,99
0,600,2598,2,25,20,5,6,7,27,602
1,996,4388,48,42,20,5,6,26,54,55
0,726,2837,112,25,20,5,6,26,135,728
0,722,4347,48,3,4,5,6,72,135,136
0,498,2530,2,3,4,5,6,26,35,99
0,1420,3251,139,3,4,5,6,26,8,9
0,273,4846,18,30,20,5,6,26,233,275
1,176,4763,38,30,20,5,71,7,161,178
1,1506,1828,18,19,20,96,6,7,54,153
0,540,4734,2,42,20,5,6,7,8,9
0,4067,2546,38,42,20,5,6,45,66,9
1,254,657,48,42,20,13,6,7,54,153
1,343,770,18,30,20,5,71,26,135,136
0,4709,3243,38,58,20,5,6,7,4710,9
0,52,3473,18,58,20,5,6,7,54,9
0,266,2207,2,25,20,5,6,45,66,9
1,200,164,48,19,20,5,6,7,202,203
0,1255,2788,48,12,4,5,6,7,54,153
1,174,79,2,25,20,13,6,26,8,9
0,224,4387,112,12,4,5,6,72,35,99
0,315,2261,112,42,20,5,6,7,317,318
0,239,2945,18,12,4,5,6,45,66,9
0,450,4905,2,58,4,96,6,14,27,452
0,249,5263,18,19,20,5,6,26,54,251
1,183,767,38,42,20,5,6,26,35,9
0,217,4981,18,58,20,96,6,26,219,9
0,399,1883,139,42,20,5,6,26,219,220
1,82,164,2,42,20,5,6,45,8,84
0,1255,3207,112,42,20,5,6,26,54,153
1,401,442,2,30,20,5,6,26,54,3023
1,580,670,2,19,20,5,6,7,317,581
0,674,525,112,19,20,96,6,26,589,590
0,529,3196,48,19,20,5,6,26,35,9
0,773,2652,2,42,20,5,6,45,66,9
0,46,3824,48,12,4,5,6,26,49,1815
1,1078,1028,112,3,4,5,6,26,54,153
0,349,4646,38,3,4,5,6,80,8,9
0,1430,1126,112,25,20,5,6,26,1432,1433
0,656,853,38,25,20,13,6,26,27,984
0,735,329,2,19,20,96,6,80,8,94
1,588,4430,48,12,4,5,6,26,589,590
1,270,216,18,30,20,5,6,80,35,272
1,236,4633,48,58,20,96,6,26,27,238
1,52,149,18,30,20,96,6,72,54,9
0,1149,3650,139,30,20,5,6,72,8,9
1,264,2006,38,58,20,5,6,7,8,9
0,69,4310,139,42,20,5,6,26,27,73
0,750,4063,48,30,20,13,6,45,8,489
1,345,763,24,58,20,5,6,45,35,1276
0,1053,3507,18,42,20,13,6,80,35,9
0,163,1625,38,42,20,5,6,26,135,136
0,386,3928,2,3,4,5,6,26,8,9
0,69,2826,38,19,20,13,71,26,27,73
0,764,3761,139,42,20,5,6,45,66,9
1,268,282,18,19,20,5,6,72,8,9
0,213,4260,38,12,4,5,6,26,35,99
1,461,2744,38,42,20,13,6,7,54,153
0,890,1998,2,58,4,5,6,26,150,892
0,2564,3171,2,3,4,5,6,26,8,1300
0,1344,3805,2,19,20,5,6,7,35,9
0,571,3801,18,3,4,5,6,72,135,136
0,2443,4563,48,42,20,13,6,26,454,9
1,16,282,112,58,20,5,6,72,8,21
0,890,3749,112,58,20,5,6,80,150,892
0,191,4508,112,42,20,5,6,45,193,194
1,2094,442,48,19,20,13,6,7,54,9
0,574,1080,2,58,4,5,6,26,54,153
1,315,4874,112,42,20,5,6,72,317,318
0,622,2461,2,42,20,5,6,7,35,522
1,888,282,38,25,20,5,6,26,219,220
1,4417,1592,2,42,20,5,6,26,54,153
0,40,3359,38,30,20,5,6,7,8,9
1,281,2794,2,42,20,5,71,7,161,283
1,104,166,18,3,4,13,6,80,106,9
0,996,4752,48,19,20,5,6,26,54,55
0,2504,1328,48,25,20,5,6,26,2506,2507
0,461,2811,112,30,20,5,6,26,54,153
1,480,481,48,42,20,5,6,7,219,9
0,170,1948,38,58,20,5,6,7,102,171
1,69,746,2,25,20,5,71,26,27,73
0,731,4321,18,30,20,96,6,26,732,733
0,705,1753,38,25,20,5,6,72,135,136
0,588,1881,2,58,4,96,6,7,589,590
0,1519,729,48,58,20,5,6,80,8,9
1,341,2802,18,3,4,5,71,7,135,342
1,16,17,18,30,20,5,6,14,8,21
0,307,2843,2,58,4,5,6,45,8,9
0,467,5059,48,58,20,5,6,26,468,9
0,584,4240,48,58,20,5,71,7,54,586
0,591,2911,2,3,4,5,6,26,135,136
1,89,442,2,42,20,13,6,7,91,9
1,1015,166,48,25,20,13,6,7,1016,1917
0,588,1920,18,19,20,5,6,14,589,590
1,463,1106,24,58,20,13,6,26,465,466
0,243,2963,18,12,4,5,6,26,8,9
0,529,4386,2,42,20,5,6,72,35,9
1,123,41,2,25,20,5,6,7,8,9
0,609,3431,18,3,4,5,6,80,8,9
0,236,4257,38,12,4,13,6,26,27,238
0,313,2027,48,25,20,13,6,26,54,9
0,531,1784,2,58,4,5,6,26,54,153
1,254,2161,48,12,4,5,6,7,54,9
0,224,2314,24,58,20,13,71,7,35,99
1,527,4794,2,58,4,5,71,26,135,136
0,527,2397,38,25,20,5,6,26,135,136
0,330,2477,112,58,20,5,71,7,54,586
0,97,3697,139,3,4,5,6,7,35,99
1,457,2599,2,30,20,5,6,26,459,460
0,509,3218,2,25,20,5,6,7,161,283
0,467,2669,2,12,4,5,6,26,468,9
0,450,4314,48,3,4,13,6,72,27,452
0,2449,2027,38,25,20,5,6,45,66,9
0,518,5108,18,30,20,5,71,45,135,136
0,818,4090,2,30,20,5,6,7,8,9
1,529,324,24,12,4,5,6,26,35,9
0,829,1305,38,58,20,96,6,26,54,153
0,663,3463,48,12,4,5,6,7,54,586
1,56,967,38,19,20,5,6,26,59,9
0,894,3534,48,12,4,13,6,80,27,896
1,281,442,139,19,20,5,6,72,161,511
1,2220,1437,18,25,20,5,6,80,233,9
0,1967,3118,48,12,4,5,6,7,1969,9
0,82,1788,139,3,4,5,6,80,8,120
0,750,3609,2,19,20,13,6,7,8,489
0,571,3872,18,3,4,5,6,26,135,136
1,303,1141,38,58,20,5,6,72,8,9
1,870,442,112,30,20,5,6,7,161,178
0,437,1451,48,12,4,5,6,45,66,9
1,176,966,18,30,20,5,71,26,161,178
0,343,448,48,30,20,5,6,26,135,136
0,948,1214,2,25,20,5,6,26,189,9
1,3325,442,38,58,20,13,6,7,3326,9
0,36,1009,2,25,20,13,6,7,8,39
0,179,3068,18,25,20,5,6,26,54,153
0,870,3174,18,19,20,5,6,45,66,9
0,632,1604,2,12,4,5,6,26,634,635
0,67,3443,24,19,20,13,6,7,8,9
0,243,1569,112,42,20,96,6,45,8,9
1,1256,2604,18,19,20,5,6,26,102,9
0,447,4321,18,25,20,5,6,7,8,9
1,40,164,139,58,4,5,6,26,8,3137
1,699,166,112,30,20,5,6,14,8,700
1,386,57,139,12,4,13,6,7,8,9
0,457,1720,2,58,4,5,6,80,459,460
1,69,555,48,12,4,13,6,72,27,73
0,311,2206,139,3,4,5,6,7,8,9
0,74,3992,18,12,4,5,6,80,8,84
0,298,3269,112,25,20,5,6,7,102,300
1,888,166,18,30,20,5,6,7,219,220
1,74,1342,48,42,20,5,6,26,161,9
0,198,4437,48,19,20,5,6,26,135,136
1,391,17,2,12,4,5,6,26,8,393
0,837,5105,2,19,20,13,6,26,8,9
0,800,2824,2,30,20,13,6,26,54,153
0,273,2872,2,58,4,5,6,26,233,275
0,137,4195,48,19,20,13,6,26,102,9
1,1078,2532,18,12,4,5,6,7,54,153
0,245,4453,18,58,20,13,6,26,54,153
1,315,282,18,19,20,5,6,26,317,318
0,3474,1920,112,30,20,5,6,45,66,9
1,383,258,18,25,20,5,6,26,385,9
0,584,2626,38,12,4,5,6,45,54,9
0,270,4327,2,12,4,5,6,80,35,272
0,320,4642,18,19,20,96,6,26,54,153
0,222,1399,2,3,4,5,6,45,66,9
0,303,3713,38,42,20,5,6,26,8,9
0,159,95,48,25,20,5,6,7,161,162
0,3656,756,2,19,20,13,6,80,964,3657
0,372,2752,48,30,20,5,6,7,31,9
1,303,668,48,42,20,5,6,26,8,9
0,632,1773,38,42,20,5,6,26,634,635
0,972,4827,18,58,20,5,6,26,8,404
0,1096,1880,112,25,20,5,6,26,31,337
0,236,3768,18,30,20,96,6,7,27,238
0,2074,5037,48,42,20,5,6,7,8,9
0,870,3574,2,42,20,5,6,26,161,178
1,320,166,24,25,20,13,6,26,54,153
0,550,5118,48,42,20,13,6,26,8,9
1,268,651,112,25,20,5,6,72,8,9
0,1020,4064,2,30,20,13,6,26,54,153
0,609,1200,18,3,4,5,6,7,8,9
0,104,1944,2,58,4,13,6,7,106,9
1,268,651,48,25,20,5,6,7,8,9
0,187,3069,139,12,4,13,71,26,189,190
1,315,332,112,42,20,5,6,72,317,318
0,243,1019,18,12,4,5,6,80,8,9
1,470,852,112,12,4,5,6,7,181,9
0,567,17,139,30,20,5,6,80,8,9
0,349,2813,38,3,4,5,6,72,8,9
0,757,2590,112,42,20,13,6,26,54,153
0,387,4658,18,25,20,13,6,26,8,9
0,2144,2486,139,19,20,5,6,45,66,9
1,1465,324,112,3,4,13,6,26,54,9
1,531,282,112,58,20,5,6,26,54,153
1,1256,3225,18,12,4,5,71,72,102,208
1,125,3022,2,3,4,5,6,7,127,128
0,2026,3947,18,42,20,5,6,45,66,9
1,2452,2735,48,58,20,5,6,26,102,360
1,179,1828,112,42,20,5,6,7,181,182
1,580,4499,112,25,20,5,6,26,317,581
0,632,1242,2,12,4,5,6,26,634,635
0,249,3084,48,3,4,5,6,26,54,251
1,546,1510,139,19,20,5,6,26,548,9
0,249,2161,18,25,20,5,6,26,54,251
1,449,3022,48,25,20,5,6,26,54,153
0,259,3046,2,3,4,5,6,7,27,261
0,427,129,18,25,20,5,6,80,428,429
0,492,1691,24,30,20,13,6,72,27,9
0,615,438,38,3,4,13,6,26,35,9
0,69,534,18,19,20,13,6,26,27,73
1,829,442,48,3,4,5,6,45,66,9
0,217,4246,139,58,4,5,6,26,219,9
0,950,3226,48,42,20,5,6,26,791,792
1,249,2149,2,58,4,5,6,26,54,251
1,89,442,48,58,20,13,6,7,91,9
0,1087,1394,18,12,4,5,6,26,27,9
0,571,3612,112,58,20,5,6,26,135,136
0,82,3556,18,25,20,5,6,7,8,404
0,217,2567,139,12,4,96,6,26,219,9
1,74,560,2,3,4,5,6,26,161,9
1,315,5101,112,42,20,5,6,7,317,318
1,890,2377,112,42,20,5,6,26,150,892
0,948,1996,18,30,20,5,6,80,189,9
0,569,4390,48,19,20,5,6,45,66,9
0,1702,2990,38,3,4,5,6,26,8,1300
0,612,4160,2,42,20,5,6,72,135,136
0,0,1251,2,3,4,5,6,7,8,9
0,100,3448,2,12,4,5,71,7,102,103
0,349,4673,38,3,4,5,6,80,8,9
0,1168,2973,139,58,4,5,6,26,54,153
1,270,442,139,58,4,5,6,7,35,272
0,663,3354,112,58,20,5,6,7,54,586
0,742,2272,112,3,4,5,6,7,744,745
0,107,3327,2,3,4,13,6,26,8,9
0,372,2211,38,58,20,5,6,7,31,9
0,1061,477,48,3,4,5,71,26,233,1063
1,1621,2515,48,30,20,96,6,26,189,9
0,1020,3380,112,42,20,5,6,26,54,153
0,496,4867,18,58,20,5,6,7,8,9
0,159,4204,18,30,20,5,6,26,161,162
0,423,1742,48,58,20,5,6,26,54,153
0,137,4356,18,30,20,13,6,7,102,9
0,427,4207,24,19,20,13,6,14,428,429
0,793,1467,48,12,4,5,6,26,54,153
0,2343,4323,2,58,4,5,71,45,66,9
1,845,560,48,12,4,13,6,26,35,9
0,144,306,48,58,20,5,6,45,66,9
0,4394,1278,38,30,20,5,6,26,8,4395
0,200,4714,48,30,20,5,6,14,202,203
1,1291,1158,48,42,20,13,6,26,8,1293
0,69,4706,48,58,20,5,6,26,27,73
1,368,4168,112,58,20,5,6,26,135,136
0,270,4621,48,42,20,5,6,7,35,272
0,142,1645,48,19,20,5,6,80,8,9
1,1179,4591,2,12,4,5,6,45,66,9
0,512,1396,48,3,4,5,6,45,54,153
0,123,3609,38,19,20,5,6,7,8,9
0,118,1723,48,42,20,96,6,7,8,120
0,159,1166,24,25,20,5,6,45,161,210
1,245,166,18,30,20,5,6,45,54,153
1,950,398,18,25,20,5,6,26,791,792
1,67,1131,18,19,20,5,6,45,8,9
1,789,3855,2,42,20,5,6,26,791,792
0,187,4652,18,58,20,13,6,7,189,190
0,457,4054,38,58,20,5,6,26,459,460
0,241,2150,112,25,20,5,6,45,66,9
0,268,3647,2,25,20,5,6,45,8,9
0,480,1525,48,3,4,5,6,26,219,220
0,273,861,48,12,4,13,6,26,233,2264
0,850,1901,2,42,20,5,6,7,127,9
0,354,1049,112,30,20,5,71,45,66,9
1,74,438,48,3,4,96,6,7,8,84
1,971,4349,48,42,20,5,6,45,35,3591
0,463,5088,112,19,20,5,6,45,465,466
0,643,256,112,42,20,5,6,7,146,147
0,1149,3128,18,30,20,5,6,7,8,9
1,688,1440,24,58,20,5,6,26,31,9
0,2094,4944,48,30,20,13,6,26,54,9
1,588,442,2,19,20,96,6,45,589,590
0,123,4087,38,30,20,5,6,7,8,9
1,1155,3248,48,25,20,5,6,26,35,1156
1,527,3767,48,25,20,5,6,72,135,136
0,170,2621,48,58,20,5,6,45,102,171
1,699,17,48,58,20,96,6,26,8,700
0,368,319,2,19,20,5,6,72,135,136
0,2684,4090,18,58,20,5,6,26,35,99
1,10,166,18,25,20,13,6,88,15,9
0,789,3244,112,30,20,5,6,7,791,792
0,829,4428,48,30,20,13,6,26,54,153
1,1555,282,18,58,20,5,6,45,66,9
0,726,3974,2,12,4,5,6,72,135,728
0,176,2979,18,25,20,5,71,26,161,178
1,1149,41,18,30,20,13,6,26,8,9
1,167,2386,112,3,4,5,6,7,8,169
1,1155,4875,112,12,4,5,71,26,35,9
0,3987,619,38,19,20,5,6,80,2087,9
1,137,164,48,12,4,5,6,26,102,9
0,948,2435,48,12,4,5,6,45,189,9
1,148,332,2,3,4,5,6,45,150,9
1,699,232,112,58,20,96,6,72,8,700
0,224,3595,38,42,20,5,71,80,35,99
1,829,442,2,42,20,5,6,26,54,153
0,2724,798,2,3,4,5,6,7,27,238
0,485,1752,38,12,4,5,6,45,66,9
0,387,4702,2,30,20,13,6,26,8,9
0,266,2418,24,25,20,5,6,26,54,153
1,550,2257,48,30,20,5,6,7,8,9
0,457,578,2,58,4,5,6,72,459,460
0,97,2501,48,12,4,5,6,26,35,99
0,868,4274,139,25,20,5,6,7,54,153
0,1707,4561,38,25,20,5,6,14,964,1231
0,259,2611,48,42,20,5,6,14,27,261
1,69,164,2,12,4,5,6,26,27,73
0,179,1264,18,58,20,5,6,26,54,153
0,992,3503,112,25,20,5,6,45,66,9
0,257,4792,18,12,4,5,6,26,102,360
1,213,37,112,30,20,5,6,26,35,99
1,213,1319,18,42,20,96,6,26,35,99
0,463,1385,24,30,20,5,6,7,465,466
1,600,41,2,3,4,5,6,26,27,602
0,731,3102,24,3,4,13,6,26,732,733
1,1222,77,18,58,20,5,6,26,35,99
0,531,4609,38,58,20,13,6,7,54,153
1,82,166,38,30,20,5,6,7,8,404
0,584,1753,18,25,20,5,6,7,54,586
1,1408,339,2,42,20,5,6,45,66,9
0,198,907,112,25,20,5,6,72,135,136
1,2026,583,18,58,20,5,71,45,66,9
0,757,2683,2,19,20,5,71,26,54,153
1,1354,645,38,19,20,5,6,7,91,1356
